ID;nacimiento;ingresos;hijos;antiguedad;ultima_compra;queja;monto;num_desc;num_web;num_cat;num_local;num_vis;respuesta
9347;1956;127358;1;19;49;0;6900;1;1;0;3;5;0
9699;1966;168180;1;13;12;0;109950;3;6;2;12;5;0
10664;1949;128823;1;16;14;0;70050;2;9;1;5;8;0
5455;1971;80028;1;17;89;0;18300;3;2;1;4;7;0
456;1986;28750;1;23;96;0;5400;2;2;0;3;8;0
5012;1989;71728;1;18;56;0;5100;1;1;0;3;8;0
7495;1948;140558;1;13;72;0;23400;2;2;1;5;4;0
5029;1946;45250;0;17;14;0;2100;1;0;0;3;5;0
10642;1989;75698;1;24;13;0;5550;1;1;0;3;8;0
2106;1974;50325;0;10;99;0;5100;1;1;0;3;8;0
10364;1959;58238;0;18;72;0;3000;1;1;0;2;8;0
5954;1972;106545;1;15;92;0;28800;2;5;0;4;8;0
1137;1964;203115;0;12;87;0;206850;1;4;5;7;1;0
2541;1976;60068;1;19;7;0;7200;2;2;0;3;8;0
1142;1953;139268;1;12;91;0;64200;2;3;2;9;3;0
2276;1955;144898;1;20;71;0;130200;5;4;7;11;3;1
2807;1969;141990;1;23;24;0;150150;3;8;9;7;7;0
6471;1971;90575;1;15;17;0;8850;1;2;0;4;5;0
6131;1980;177073;2;13;87;0;64650;2;4;2;8;3;0
6233;1976;164978;1;28;21;0;145650;3;9;5;10;7;0
4148;1972;97470;3;29;90;0;52200;7;5;1;6;8;0
4947;1966;223930;0;28;44;0;308850;1;7;7;9;4;0
3225;1984;105518;1;21;71;0;39750;4;4;1;5;6;1
7540;1952;125750;1;7;52;0;40500;2;2;1;8;2;0
10648;1982;166660;0;28;78;0;193350;1;5;7;6;3;0
1992;1964;151493;1;12;2;0;133950;4;2;2;8;7;1
7851;1949;175413;0;16;60;0;138900;1;3;7;11;1;0
8594;1958;126300;1;11;25;0;20250;2;3;1;3;6;0
7059;1963;200310;0;6;47;0;224250;1;3;7;8;1;0
2815;1975;82958;1;10;46;0;18000;2;4;0;3;7;0
2416;1969;166455;0;10;83;0;193200;1;2;8;9;1;0
7999;1955;188153;0;21;17;0;261450;1;5;6;5;2;0
9213;1970;79700;1;26;13;0;2250;1;1;0;2;8;0
9697;1951;134475;2;10;86;0;81300;3;7;2;8;6;0
3916;1971;123173;1;29;92;0;133500;3;7;3;12;7;0
2021;1975;153640;1;21;47;0;208200;4;6;10;13;4;1
1581;1980;93515;1;15;18;0;2550;1;1;0;2;8;0
564;1981;142343;1;29;81;0;135900;7;8;6;9;6;1
6619;1978;96038;2;24;91;0;6600;2;1;0;3;7;1
9081;1988;51295;1;8;58;0;3750;1;1;1;2;5;0
178;1956;156258;1;23;40;0;145950;4;8;3;11;5;1
916;1972;104110;2;8;67;0;4650;2;1;0;3;3;0
5512;1977;139605;1;7;19;0;77700;1;7;1;8;5;0
8970;1972;155025;1;27;93;0;79500;4;6;2;7;5;1
10581;1977;102810;1;26;41;0;75900;7;7;3;4;8;0
5300;1973;97403;1;12;60;0;10500;1;2;1;2;7;0
5154;1972;94400;1;17;54;0;8100;1;2;0;3;6;0
8346;1974;80583;1;29;26;0;44400;2;6;2;2;9;0
1676;1975;107643;1;14;30;0;39900;4;4;2;5;5;1
9286;1960;207878;0;27;93;0;112050;1;5;9;4;3;0
2426;1964;197063;0;28;35;0;134250;1;5;10;13;3;0
5172;1976;162760;1;14;4;0;157950;2;3;5;7;7;0
5562;1974;150233;1;18;92;0;110250;2;7;2;10;6;0
3436;1969;35113;1;11;24;0;3000;1;1;0;3;7;0
3921;1952;71143;0;26;96;0;30750;1;4;1;4;8;0
3403;1958;197380;1;28;11;0;313800;2;2;5;12;6;0
22;1976;115775;1;25;99;0;46350;2;6;1;5;8;0
10965;1955;190013;0;23;72;0;258300;1;3;5;13;6;0
9426;1964;145770;1;24;77;0;135000;4;2;6;3;8;0
6605;1944;139035;0;13;85;0;102300;1;9;4;6;7;0
3136;1962;148580;1;21;88;0;99450;3;5;3;11;5;0
8737;1978;138908;1;9;22;0;6450;1;2;0;3;3;0
11088;1971;196605;1;21;83;0;272400;1;4;9;4;6;0
716;1949;169778;1;7;63;0;146400;3;6;7;11;3;0
466;1944;163188;0;21;9;0;111900;1;4;3;13;2;0
9135;1950;68008;2;29;92;0;9600;2;1;1;2;8;0
10623;1961;120825;1;14;2;0;4800;1;1;0;3;5;0
8151;1990;60698;0;24;6;0;39450;1;4;1;3;8;0
5140;1985;160888;1;29;66;0;216750;2;4;3;12;8;0
10160;1956;127358;1;19;49;0;6900;1;1;0;3;5;0
4945;1953;134133;0;26;29;0;181500;2;10;4;12;6;0
10584;1976;164163;1;13;77;0;141750;1;5;10;8;3;0
6071;1989;203043;0;18;77;0;173550;1;3;7;11;1;0
3386;1992;87338;0;19;71;0;20550;1;2;1;4;7;0
8939;1959;153125;1;25;49;0;109500;6;5;2;12;5;1
9925;1981;99163;1;20;97;0;32400;3;4;2;3;7;0
4320;1979;150380;1;21;6;0;141450;1;6;4;12;3;0
5389;1964;122300;2;15;93;0;52050;3;6;2;5;7;0
6036;1959;222800;0;10;78;0;288600;1;5;6;7;1;0
182;1946;110310;1;20;62;0;59550;4;6;2;5;8;1
203;1975;202923;0;21;47;0;313350;1;5;7;9;2;0
11025;1961;91108;2;23;9;0;20700;4;3;1;3;8;0
10203;1990;65238;1;18;77;0;6300;1;1;0;3;7;0
4607;1959;178418;0;17;24;0;116550;1;4;5;7;2;0
3711;1944;200460;0;10;19;0;285300;1;6;3;10;3;0
3696;1965;76575;2;11;67;0;7800;2;2;0;3;7;0
2532;1987;183635;0;10;95;0;247650;1;2;4;6;5;0
9214;1991;106728;0;17;48;0;53700;1;5;1;6;5;0
4943;1953;176258;0;27;73;0;259050;1;2;4;9;6;0
35;1987;63863;1;28;35;0;31500;3;2;2;3;6;0
2258;1986;82200;1;25;76;0;6300;1;1;0;3;8;0
4322;1958;194658;0;13;20;0;193650;1;4;5;10;2;0
713;1977;125883;0;7;72;0;66300;1;4;4;6;3;0
4702;1964;154598;0;29;20;0;284250;1;4;8;4;8;0
3281;1960;122885;2;14;69;0;61650;6;4;1;8;6;1
702;1975;119205;1;23;80;0;78150;4;4;3;8;5;1
2004;1969;181698;1;16;65;0;175200;1;4;7;5;1;0
4769;1977;144885;2;7;52;0;73950;7;8;2;6;7;1
4437;1962;163290;2;21;65;0;39000;2;3;2;5;4;0
8724;1982;71418;1;19;57;0;6900;2;2;0;3;6;0
10741;1951;118380;1;21;70;0;47850;4;6;1;5;7;1
1991;1967;112328;1;12;0;0;14400;1;2;1;3;5;0
6931;1967;192455;0;11;19;0;159300;1;8;3;4;4;0
11096;1952;143118;1;17;50;0;34800;2;2;1;7;2;0
304;1981;57360;1;12;67;0;11400;3;3;0;3;7;0
3665;1977;63288;1;14;46;0;8100;3;3;0;3;8;0
10591;1969;109095;1;29;37;0;30150;2;4;1;4;7;0
5036;1984;106775;1;25;38;0;60900;2;4;5;3;6;0
5547;1982;210423;0;17;9;0;287850;1;7;6;6;3;0
7822;1976;135145;1;19;56;0;99300;2;4;6;8;3;0
8541;1990;61708;1;10;98;0;6150;2;2;0;4;5;0
10955;1964;214050;0;12;68;0;240000;1;3;6;4;1;0
4368;1980;119625;1;13;72;0;20100;1;3;0;4;6;0
9671;1968;48785;2;11;47;0;10350;4;3;1;2;8;0
2256;1973;67898;2;9;33;0;3150;2;1;0;3;6;0
4279;1963;98870;2;9;87;0;8100;2;1;1;3;3;0
5371;1989;53685;1;9;0;0;13650;2;3;1;2;7;0
9240;1971;151260;1;11;73;0;78900;2;6;2;8;6;0
9460;1963;56048;0;21;74;0;24300;1;3;2;2;8;0
9504;1949;204245;0;14;4;0;151200;1;3;8;13;1;0
8692;1952;108655;2;28;50;0;36000;6;4;1;5;8;1
448;1978;137200;1;22;57;0;119250;2;6;2;11;5;1
8314;1982;199770;0;21;30;0;265800;1;5;6;7;2;0
8420;1970;38288;0;17;27;0;9600;2;2;0;4;5;0
3174;1959;219428;1;20;61;0;293550;1;5;10;4;6;0
7685;1978;82598;1;16;4;0;11700;1;2;0;4;5;0
3179;1980;204353;0;19;75;0;235800;0;6;6;7;2;1
9780;1971;178748;1;18;12;0;119250;2;8;3;13;4;0
10681;1970;156165;1;12;13;0;133350;5;6;3;12;4;1
10232;1963;121998;1;14;9;0;49650;3;3;2;7;3;0
4184;1950;130393;1;7;48;0;39750;2;3;2;5;4;0
9120;1962;166413;1;25;80;0;159750;4;4;2;9;8;1
891;1951;73245;2;16;60;0;1650;1;1;0;2;5;0
10381;1979;119228;1;18;43;0;3150;1;1;0;2;6;0
3525;1970;95500;2;25;19;0;2550;1;1;0;2;7;0
6818;1974;112473;1;28;26;0;55350;5;5;1;5;6;1
3526;1968;96108;2;11;58;0;5700;2;1;0;3;7;0
8181;1978;96483;1;16;42;0;26550;3;4;1;3;8;0
1029;1970;161033;1;17;27;0;41850;1;5;1;5;5;0
7369;1981;92398;1;15;56;0;9300;2;2;0;3;8;0
2574;1977;154990;1;23;27;0;184500;3;6;4;8;5;0
8159;1968;128218;2;9;10;0;27300;3;4;1;3;7;0
1160;1970;33150;2;17;48;0;7350;4;3;0;3;8;0
10242;1966;118680;2;16;39;0;11250;2;2;0;4;5;0
5253;1956;136508;2;18;85;0;34050;6;4;2;4;7;0
5966;1974;113018;2;26;64;0;32250;5;3;1;6;6;1
5314;1951;101723;1;22;69;0;66600;7;7;1;5;8;1
5081;1967;119553;2;15;54;0;7050;1;1;0;3;8;0
5123;1951;68625;0;21;57;0;21450;1;2;1;3;7;0
5756;1983;98633;1;9;64;0;8250;2;2;0;3;6;0
8036;1971;67125;2;9;10;0;9450;4;2;1;4;4;0
9058;1955;199500;0;28;65;0;280050;1;5;11;5;3;0
5057;1961;154485;1;16;74;0;91650;2;4;4;10;2;0
254;1955;134658;1;8;4;0;70950;3;7;1;7;7;0
4179;1959;60553;0;17;94;0;8250;1;1;1;3;4;0
3710;1984;99210;1;27;41;1;12150;2;2;1;2;7;0
7627;1975;230408;0;25;25;0;312900;0;5;11;5;2;0
4501;1965;174705;0;14;94;0;221700;1;3;7;9;1;0
6424;1977;82945;1;11;9;0;7350;1;1;0;3;4;0
3075;1972;149933;0;16;47;0;57300;1;3;4;7;1;0
4992;1975;43648;1;16;12;0;10350;3;3;1;2;7;0
5252;1969;59775;1;27;80;0;10050;1;2;0;3;7;0
7444;1969;105423;2;15;20;0;4500;2;1;0;3;8;0
6919;1978;65560;1;19;39;0;9450;3;2;1;3;6;0
3537;1981;77723;1;29;57;0;11850;3;3;0;4;8;0
10277;1961;75203;1;23;27;0;6300;1;1;0;3;7;0
2453;1960;157018;1;28;83;0;122850;3;5;3;12;5;0
7972;1955;182265;0;16;79;0;172650;1;3;4;9;1;0
895;1948;153668;2;25;69;0;89100;3;5;2;10;5;0
1177;1966;124045;2;23;77;0;19350;4;3;1;3;7;0
7141;1986;54720;1;24;15;0;31950;4;5;1;2;10;0
7232;1973;106073;1;11;99;0;10050;2;1;1;3;5;0
8477;1956;65375;3;22;61;0;4200;1;1;0;3;7;0
2457;1975;77003;1;27;23;0;6750;2;1;0;3;7;1
988;1965;202920;0;8;84;0;178950;1;6;4;7;3;0
7930;1969;67193;0;17;74;0;40200;2;3;1;6;6;0
4587;1944;112515;0;18;90;0;39900;1;3;1;7;3;0
6682;1973;47445;1;25;41;0;5550;1;1;0;3;8;0
6222;1967;56435;3;14;28;0;5550;2;2;0;3;7;0
10299;1969;120600;0;26;73;0;132300;3;6;3;13;5;0
3083;1974;114593;2;17;88;0;55950;5;6;2;5;7;1
8953;1965;89478;3;20;94;0;5250;2;1;0;3;8;0
1503;1976;305993;2;19;31;0;16050;0;0;0;1;1;0
8650;1978;135405;2;22;31;0;6300;1;1;0;3;4;0
10862;1960;76305;1;29;6;0;48900;5;1;2;9;2;0
2782;1961;136140;1;18;23;0;60600;3;6;1;7;6;0
6941;1971;79080;0;18;92;0;14250;1;2;1;2;7;0
10972;1949;180745;0;10;52;0;140850;1;4;3;6;1;0
10708;1978;92438;1;12;50;0;4950;1;1;0;3;7;0
6583;1955;181588;0;19;54;0;147150;1;6;8;6;3;0
3641;1976;34060;1;24;93;0;5400;2;2;0;3;6;0
10156;1975;210490;1;19;56;0;185550;1;8;4;7;3;0
4299;1960;177428;1;28;28;0;273750;7;11;11;5;7;1
3469;1977;86218;2;28;94;0;15450;3;3;0;3;9;0
5063;1977;71923;1;25;76;0;28650;3;4;1;4;9;0
10727;1970;172710;1;14;43;0;237900;2;7;3;13;8;0
9624;1958;163720;0;7;46;0;144450;1;3;4;6;1;0
5156;1970;156165;1;12;13;0;133350;5;6;3;12;4;1
4376;1960;80545;0;11;27;0;13950;1;2;1;3;7;0
8923;1973;209793;0;21;12;0;238050;1;6;7;7;3;0
8461;1962;115255;3;10;3;0;2400;1;1;0;2;7;0
6945;1952;211435;0;19;72;0;206250;1;9;11;11;5;0
944;1962;140453;1;24;6;0;58950;1;4;2;7;4;0
1907;1950;157800;1;27;53;0;221550;5;8;4;9;7;1
701;1971;184228;1;14;58;0;176850;2;6;2;8;2;0
3856;1960;158453;1;27;78;0;150750;4;4;5;13;2;1
4149;1948;190350;0;8;57;0;202200;1;5;9;6;2;0
2131;1959;157148;1;24;37;0;196050;4;9;4;6;6;1
2942;1964;114765;1;20;20;0;72900;2;5;4;4;5;0
1173;1947;194080;0;22;73;0;337800;1;4;2;6;2;0
4381;1971;116158;2;17;56;0;35250;7;3;1;6;6;1
4611;1970;263678;0;24;36;0;258600;0;9;8;13;3;0
3376;1970;138205;1;13;9;0;35250;1;3;1;6;4;0
4679;1977;196775;1;7;42;0;163800;3;7;6;12;4;0
10928;1958;167215;1;16;28;0;89850;2;7;1;7;5;0
4248;1960;246943;0;11;23;0;301200;0;4;6;9;1;0
6728;1985;72758;1;29;38;0;7200;2;1;0;3;9;0
6661;1974;168613;1;29;63;0;176100;5;9;6;12;6;1
4725;1950;126540;1;9;71;0;10050;1;1;1;4;2;0
3277;1955;123578;1;29;9;0;54750;2;7;1;5;8;0
5555;1975;384810;0;11;81;0;900;0;0;0;0;0;0
2564;1953;153195;1;12;87;0;24750;2;3;1;4;6;0
946;1958;66225;0;28;92;0;31500;2;3;1;5;6;0
3867;1947;182648;1;16;36;0;164250;1;9;3;13;4;0
6940;1966;116835;3;15;86;0;33450;4;3;2;3;6;0
55;1963;140633;1;25;83;0;89550;4;7;2;9;6;1
7093;1985;49965;1;14;74;0;3300;1;0;0;3;7;0
5084;1975;145825;1;12;87;0;159600;1;6;4;13;4;0
1777;1980;64913;0;28;29;0;11100;1;2;0;3;8;0
8162;1956;36653;0;24;88;0;3900;1;1;0;3;6;0
10826;1959;46725;0;24;77;0;9000;1;1;1;2;8;0
8754;1974;112670;1;20;25;0;3000;1;1;0;2;7;0
1987;1987;52658;1;15;34;0;8850;2;2;0;3;6;0
11007;1968;72968;1;20;43;0;5100;1;1;0;3;8;0
7426;1971;136725;2;14;76;0;29700;3;3;1;5;3;0
9153;1964;148260;1;17;81;0;157200;3;7;8;10;5;0
10379;1962;148118;2;14;87;0;86100;5;5;2;9;6;1
9204;1970;166828;1;28;33;0;154350;4;4;3;6;3;1
3197;1980;193383;1;13;38;0;100500;2;6;4;8;4;0
2920;1975;131535;1;25;63;0;148500;2;2;4;8;8;0
6961;1974;66878;2;7;26;0;1650;1;1;0;2;8;0
4673;1963;203250;1;26;17;0;186150;3;10;3;5;5;0
9937;1979;175843;0;12;75;0;86400;1;2;2;12;1;0
8779;1985;90363;1;19;13;0;25800;4;4;1;3;9;0
9596;1980;163238;0;12;19;0;99600;1;3;3;13;2;0
2891;1963;170295;1;15;51;0;139200;2;8;9;4;6;0
4910;1967;171858;0;28;81;0;311100;1;11;5;13;7;0
75;1982;102598;0;17;32;0;70050;1;8;1;5;8;0
10120;1955;97365;1;14;84;0;38550;2;3;1;6;5;0
6327;1967;164443;0;13;87;0;171900;1;2;8;6;1;0
10142;1976;166190;1;22;99;0;103350;2;5;2;11;4;0
9826;1972;217143;0;28;96;0;317100;1;5;6;10;2;0
1501;1982;302008;0;29;21;0;257550;12;0;12;1;0;0
10767;1989;194613;0;8;40;0;201900;1;3;5;12;1;0
7279;1969;173690;0;15;3;0;156600;1;4;6;4;2;0
7230;1960;126528;1;27;98;0;73950;6;4;5;7;6;1
143;1970;153023;0;16;73;0;143550;1;5;3;4;2;0
450;1958;105788;1;18;90;0;40500;3;1;4;4;3;0
9316;1952;32710;0;14;29;0;4350;1;1;0;3;6;0
6379;1949;118925;2;19;3;0;18150;3;2;2;2;7;0
9239;1961;154808;2;17;94;0;18900;1;2;1;4;3;0
8315;1995;87060;0;9;65;0;3450;1;1;0;2;6;0
2868;1949;66295;2;21;33;0;8550;3;2;0;3;8;0
10888;1961;114845;0;14;46;0;95400;2;8;4;6;6;0
1277;1960;196170;0;9;29;0;150600;1;10;7;10;4;0
9977;1973;197253;1;16;99;0;110100;3;9;3;5;4;0
10196;1978;178568;2;10;26;0;92100;2;8;2;8;4;0
6384;1978;177555;1;11;30;0;217950;3;5;2;11;8;0
8029;1988;225618;0;8;27;0;243150;1;3;4;7;1;0
968;1968;103338;1;12;24;0;28050;3;4;1;4;7;0
6988;1986;179880;1;24;93;0;216450;2;8;4;8;4;0
4472;1970;89205;1;6;34;0;8550;1;1;1;3;2;0
6991;1951;107963;1;21;88;0;95550;2;9;3;6;8;0
3336;1948;165938;1;14;96;0;142200;3;2;4;5;7;0
4301;1971;87945;1;24;10;0;8850;1;1;1;2;7;0
1940;1986;63130;1;18;26;0;2700;1;1;0;2;8;1
1272;1965;138125;1;27;49;0;135450;4;7;5;10;5;1
1388;1975;83123;1;23;11;0;16800;2;2;1;3;6;0
1044;1953;145995;0;20;44;0;89400;3;5;4;8;4;0
6969;1982;125680;1;17;75;0;34950;3;4;1;5;7;0
10479;1975;191545;0;25;64;0;226650;1;3;2;5;1;0
3619;1960;218263;0;28;19;0;172800;1;5;3;8;2;0
1715;1978;64628;1;23;45;0;7200;2;2;0;3;7;0
10159;1970;146775;1;21;77;0;177750;6;11;5;9;6;1
1463;1958;112900;2;9;9;0;3150;1;1;0;2;7;0
5114;1965;187015;1;25;1;0;144750;2;5;4;5;4;0
4990;1954;147778;0;20;90;0;130350;1;11;1;8;7;0
4329;1984;47470;1;7;43;0;2400;2;1;0;3;7;0
10936;1965;180475;0;23;79;0;292050;1;5;6;4;3;0
4692;1976;28750;1;29;19;0;10650;5;4;1;2;9;0
7212;1966;111985;1;7;99;0;9750;1;2;0;3;6;0
6086;1955;200988;0;13;62;0;207000;1;6;5;12;2;0
437;1976;187530;0;11;41;0;154050;1;3;8;11;1;0
11171;1965;142405;3;15;60;0;61650;7;6;3;5;7;1
11101;1991;224728;0;21;17;0;125400;1;11;6;8;4;0
5329;1949;89865;2;15;24;0;1650;1;0;0;3;5;0
610;1953;133983;2;29;60;0;72000;8;7;2;6;8;1
9384;1978;165933;2;19;57;0;90900;7;4;2;10;3;1
5956;1948;112680;3;15;74;0;42600;5;6;1;4;8;0
10430;1973;224235;2;15;22;0;220800;3;4;3;4;5;0
7875;1949;180063;0;8;46;0;251550;1;4;8;13;2;0
7072;1973;168580;1;21;69;0;200250;2;8;5;4;4;0
6255;1952;176363;1;7;29;0;50100;1;4;1;7;2;0
6516;1989;43718;1;22;37;0;2700;1;1;0;2;7;0
5564;1969;157205;1;29;26;0;200700;2;7;5;6;4;0
5682;1953;160270;1;22;8;0;164850;4;6;9;11;5;1
7458;1956;87353;2;22;26;0;14550;2;3;0;3;8;0
5237;1950;121918;3;12;79;0;9450;3;2;1;3;5;0
7761;1978;96755;1;17;71;0;16350;2;3;0;4;6;0
5278;1964;205560;0;11;83;0;135300;1;6;9;5;3;0
3560;1952;209610;0;20;57;0;236100;1;4;4;11;1;0
7235;1975;42508;1;13;37;0;5700;3;2;0;4;5;0
10548;1995;177908;0;10;30;0;144000;1;3;8;12;1;0
2281;1970;84243;1;16;34;0;4200;1;1;0;2;7;0
4073;1954;158910;0;11;0;0;182250;1;10;10;7;6;0
6974;1972;208608;0;12;89;0;224550;1;6;10;5;2;0
7938;1958;128795;1;15;92;0;67350;2;3;2;10;3;0
7094;1975;145825;1;12;87;0;159600;1;6;4;13;4;0
3667;1969;202380;0;22;20;0;263550;1;8;5;11;8;0
7723;1979;188768;0;8;56;0;216000;1;8;6;6;3;0
3870;1978;159638;0;23;28;0;150900;1;7;3;13;4;0
4012;1972;155550;1;29;55;0;183900;5;7;6;5;6;1
5909;1964;146280;1;16;25;0;175650;5;3;4;8;8;1
10470;1979;101655;1;22;0;0;13800;2;2;1;3;4;0
6488;1959;97073;1;9;86;0;14850;1;3;2;2;5;0
10270;1981;88808;1;15;8;0;9900;2;3;0;3;7;0
6887;1967;197865;2;8;33;0;84600;2;8;1;8;6;0
6406;1988;195713;0;14;13;0;214050;1;6;4;10;3;0
7573;1978;79065;1;20;12;0;12900;1;2;1;2;7;0
4508;1952;187818;0;7;92;0;124950;1;2;11;5;1;0
221;1955;121815;1;20;90;0;36300;3;3;2;4;6;0
5331;1977;187463;0;28;8;0;280350;1;3;6;7;2;0
1911;1987;168575;0;28;6;0;204600;1;11;5;12;6;0
20;1965;117228;1;16;91;0;27450;1;2;1;4;4;0
8786;1956;155145;1;19;52;0;67500;4;6;1;7;6;1
10582;1979;180158;1;18;3;0;113700;2;5;2;12;2;0
1915;1951;197348;0;13;57;0;226050;1;8;5;6;3;0
8897;1965;106800;2;21;9;0;98100;8;7;3;7;8;1
2371;1972;84055;2;21;22;0;12150;3;2;0;4;7;0
4303;1957;27088;1;25;76;0;20550;0;0;0;1;14;0
6825;1953;103630;2;22;86;0;2400;1;1;0;2;7;0
1072;1965;101900;1;16;64;0;13950;2;2;1;3;6;0
4964;1958;185625;0;11;90;0;173700;1;2;11;4;1;0
2461;1955;127810;2;13;79;0;6450;2;1;0;3;3;0
10736;1971;180645;1;16;28;0;228750;2;6;9;5;2;0
3194;1974;178665;0;9;86;0;184500;1;4;4;10;1;0
10839;1976;90708;2;9;42;0;4350;2;1;0;3;4;0
49;1970;51468;1;8;39;0;3750;1;1;1;2;7;0
4290;1972;76168;1;10;8;0;3600;1;1;0;2;7;0
10219;1972;78975;1;19;40;0;5700;1;1;0;3;8;0
4211;1986;51063;1;26;5;0;8550;2;2;0;3;7;0
1135;1960;42860;2;11;96;0;7050;5;3;0;4;7;0
6299;1968;106410;1;24;28;0;121950;6;6;8;4;7;0
10846;1978;109458;1;7;22;0;94350;6;7;1;8;7;1
347;1976;101950;1;28;30;0;56550;4;7;1;5;9;1
6543;1945;157118;0;24;45;0;241800;1;3;6;4;2;0
10446;1957;205043;0;26;58;0;109350;1;5;4;7;2;0
3479;1950;42033;0;18;49;0;7500;1;2;0;3;7;0
11075;1978;128168;2;14;37;0;40500;4;3;3;5;4;1
4442;1961;116310;1;21;70;0;26550;2;1;1;5;3;0
199;1962;112958;0;24;33;0;47250;1;4;1;7;7;0
6722;1954;176053;1;6;98;0;115050;3;10;3;7;6;0
796;1965;150403;1;27;17;0;160650;3;11;4;8;8;0
3749;1973;184815;0;22;54;0;237000;1;6;5;12;3;0
8523;1968;48323;1;13;39;0;9000;3;4;0;3;8;0
310;1970;154680;1;13;81;0;85950;4;4;4;9;4;1
8629;1956;117460;2;22;71;0;6150;1;1;0;3;5;0
236;1951;87095;2;24;62;0;25500;3;2;1;4;6;0
9930;1944;206790;0;14;8;0;175050;1;6;8;13;2;0
3483;1958;120480;0;21;76;0;228900;3;2;8;12;8;0
4599;1976;124203;2;14;66;0;68700;6;7;1;7;7;1
7326;1971;142125;1;9;83;0;9450;1;1;1;3;2;0
7352;1957;138168;1;15;28;0;60750;4;3;4;6;3;1
2350;1972;149165;2;22;87;0;154050;7;3;2;8;8;1
9145;1972;181260;1;21;43;0;221700;2;5;9;6;2;0
2964;1981;67180;0;15;0;0;10800;1;1;1;2;6;0
5585;1972;53398;1;21;1;0;7200;2;2;0;3;8;1
9687;1975;182925;0;7;1;0;108900;1;5;4;6;2;0
3732;1955;131875;1;23;72;0;129000;6;5;7;9;4;1
6303;1986;229550;0;13;72;0;224550;0;5;5;12;1;0
11176;1970;164920;1;8;12;0;74250;2;5;4;7;3;0
2986;1976;76930;2;10;89;0;3000;1;1;0;2;6;0
7462;1954;56268;0;26;67;0;85500;3;10;2;4;9;0
3900;1972;164213;1;9;54;0;115350;1;9;2;9;5;0
7034;1978;64510;1;16;34;0;8250;2;2;0;3;8;0
9493;1980;191030;0;20;15;0;271200;1;5;4;8;3;0
1143;1972;55158;1;17;43;0;8250;2;2;0;3;7;0
1;1961;142728;0;7;0;0;86550;1;7;3;7;5;0
3855;1963;56048;0;21;74;0;24300;1;3;2;2;8;0
5536;1959;219428;1;20;61;0;293550;1;5;10;4;6;0
5989;1959;195883;1;21;51;0;236400;1;10;2;11;8;0
9499;1954;233510;3;20;97;0;242400;3;3;4;7;5;0
6768;1962;94648;3;24;75;0;5400;2;1;0;3;8;0
2150;1958;202488;1;20;83;0;222300;1;8;9;4;4;0
6646;1984;41323;1;10;23;0;3300;1;1;0;3;6;0
4887;1976;138530;2;13;65;0;9450;1;2;0;3;5;0
8560;1992;121973;0;28;94;0;102000;1;6;4;7;6;0
3321;1967;141438;2;20;42;0;81300;3;7;3;7;5;0
11003;1980;62825;1;15;10;0;7500;2;2;0;3;7;0
10402;1967;88603;2;23;94;0;5850;2;1;0;3;8;0
9904;1956;178478;1;21;50;0;156450;5;6;5;12;3;1
6141;1972;123735;1;21;46;0;57750;2;6;1;5;7;0
5687;1980;204255;0;28;98;0;244950;1;7;7;12;3;0
10856;1980;114723;1;18;42;0;6900;1;1;0;3;6;0
5121;1977;141570;1;10;30;0;114150;2;7;6;5;5;0
4186;1950;85065;2;17;11;0;11400;3;2;1;3;5;0
368;1974;100123;1;25;61;0;43500;3;3;2;6;5;0
3312;1988;85440;1;8;12;0;13350;4;3;0;4;6;0
11121;1981;48548;1;26;76;0;10500;4;4;0;3;9;0
5332;1960;206260;0;17;2;0;159900;1;3;6;7;1;0
5848;1970;203013;0;12;43;0;301350;1;5;6;7;2;0
10343;1991;154045;0;27;27;0;201750;2;3;6;8;3;0
5935;1956;138210;1;25;60;0;114600;3;7;5;8;5;0
2895;1963;124950;1;14;79;0;29250;2;3;1;5;5;0
10262;1980;37680;2;20;96;0;7950;4;3;1;3;5;0
7848;1974;122915;1;19;17;0;55200;2;5;3;3;6;0
9477;1954;163310;1;12;0;0;81600;3;6;2;9;4;0
4856;1957;205868;0;26;38;0;277950;1;7;7;10;3;0
7186;1966;77108;2;7;43;0;5250;2;1;1;2;5;0
5794;1974;115935;1;10;1;0;66900;3;7;1;7;8;0
1456;1979;151185;1;21;25;0;177000;7;10;2;12;7;1
4877;1973;96440;1;10;2;0;6150;1;1;0;3;7;0
425;1985;138393;2;23;66;0;109050;3;6;2;11;5;0
3007;1966;94395;2;27;49;0;6000;2;1;0;3;8;0
1031;1989;214275;0;20;5;0;159300;1;6;9;10;2;0
4297;1969;58070;1;11;71;0;6000;2;2;0;3;8;0
807;1969;111505;2;11;35;0;43800;6;6;1;4;8;0
9553;1987;28750;0;24;94;0;2250;1;0;0;3;6;0
4271;1989;96708;1;27;80;0;51150;6;4;1;6;7;0
4120;1975;123785;1;13;61;0;55350;2;6;1;4;7;0
2036;1973;144765;1;19;29;0;60150;3;4;2;8;4;0
115;1966;108640;1;22;0;0;58950;3;5;1;8;5;0
4259;1986;48713;2;15;80;0;1500;1;1;0;2;7;0
8687;1978;132930;1;20;54;0;72900;3;2;3;8;3;0
2447;1979;76363;1;27;71;0;10350;2;2;0;3;7;0
10140;1983;175308;0;15;27;0;259050;1;5;7;4;3;0
